names,scores,logfoldchanges,pvals,pvals_adj
SSX2IP,-5.0950603,-0.7737507,3.48630473340066e-07,2.802960458634819e-06
GCDH,-5.0979447,-0.9544217,3.433606345178727e-07,2.7634198607970187e-06
TFAP2B,-5.0984063,-0.9380716,3.425246279308083e-07,2.7623521071832637e-06
SRRM2,-5.105099,-0.33822203,3.3062111850771103e-07,2.671840417570031e-06
SDHD,-5.110061,-0.4542862,3.220549253879994e-07,2.61336925508547e-06
MRPS21,-5.115715,-0.32212162,3.1255459603043387e-07,2.5389000535874436e-06
URB2,-5.1184845,-1.3673707,3.0800066193003775e-07,2.504498136087419e-06
NRIP1,-5.131985,-0.71553385,2.8670220444038047e-07,2.3410039666103833e-06
RP11-85G21.3,-5.132216,-0.6739077,2.863507924408587e-07,2.3405676114702863e-06
CD9,-5.1330237,-1.1286263,2.851241231119575e-07,2.3329687365046106e-06
HIST1H1D,-5.1338315,-0.63824886,2.83902529158914e-07,2.3253955855508545e-06
CDV3,-5.137639,-0.44665086,2.7821134147581165e-07,2.2835424109639503e-06
JTB,-5.1407547,-0.26903164,2.7363701810439167e-07,2.2530595148951745e-06
LSM1,-5.1415625,-0.4437499,2.7246299155961073e-07,2.2457469031487326e-06
NOL10,-5.145486,-0.6118732,2.6682943406974006e-07,2.201623114094336e-06
TMPO,-5.15264,-0.4892612,2.5684478215643295e-07,2.123700804040822e-06
FTSJ2,-5.1528707,-0.58147335,2.5652878186228685e-07,2.1233230574586545e-06
ENDOG,-5.1612945,-0.6780328,2.452483481260335e-07,2.032094698871301e-06
HNRNPA1,-5.1678715,-0.25052598,2.3677501489800784e-07,1.963957488937541e-06
TMEM11,-5.1705256,-0.6278584,2.3343665440335975e-07,1.9383138692794827e-06
REXO4,-5.170641,-0.6857944,2.33292544722793e-07,1.9383138692794827e-06
TXNDC17,-5.177795,-0.35834324,2.2452367326816215e-07,1.8702369602560061e-06
IFNGR1,-5.1837955,-0.80574137,2.1741548425547003e-07,1.8148763324407196e-06
AASDHPPT,-5.183911,-0.57011116,2.1728094263812093e-07,1.8148763324407196e-06
ANAPC15,-5.1880646,-0.5760387,2.1249066928251128e-07,1.7794394533199639e-06
TFB2M,-5.1900263,-0.822236,2.1026422725929938e-07,1.7626739649112023e-06
TRNT1,-5.197296,-0.66255546,2.022082209033884e-07,1.696950400850551e-06
HNRNPAB,-5.199258,-0.36713666,2.0008600462463052e-07,1.6809364345737677e-06
CENPT,-5.199258,-0.8418032,2.0008600462463052e-07,1.6809364345737677e-06
EGLN1,-5.204681,-0.89905936,1.9433012673635526e-07,1.6378359930408482e-06
PINX1,-5.212297,-0.9919508,1.8651685222480267e-07,1.575365456156801e-06
BCL2L12,-5.2163353,-0.50458235,1.8249756661929282e-07,1.543076841544182e-06
PSMA2-1,-5.2163353,-0.5558731,1.8249756661929282e-07,1.543076841544182e-06
EEF1A1,-5.2193356,-0.45893395,1.7956614586006318e-07,1.5215664247365654e-06
ARMC1,-5.2216434,-0.7781162,1.7734223478476536e-07,1.504344766991719e-06
CIAO1,-5.2256823,-0.72922915,1.735143041699535e-07,1.4734647127080917e-06
SPATC1L,-5.2272973,-0.45902577,1.7200560622307577e-07,1.4622338061496324e-06
HBA2,-5.2316823,-1.834698,1.67974223917581e-07,1.4295097820938232e-06
RRP8,-5.2322593,-0.8947184,1.674506287875359e-07,1.4265994459068271e-06
GFM1,-5.2337594,-0.871145,1.6609665610605629e-07,1.4166006880706536e-06
FAM208B,-5.236529,-0.74546593,1.6362477327174673e-07,1.3970354283147506e-06
NSRP1,-5.242298,-0.62594545,1.5858874713965734e-07,1.3555109997627948e-06
MAGEA3,-5.246106,-0.44630483,1.5534743008275419e-07,1.3292527922658324e-06
PNPT1,-5.2470293,-0.6936371,1.5457135756367775e-07,1.3240545405263783e-06
ASPM,-5.250722,-0.68265146,1.5150439258886985e-07,1.3006196762683855e-06
ATP6V1C1,-5.2524524,-0.9571136,1.5008709197274208e-07,1.291275035537666e-06
AGL,-5.255799,-1.1020069,1.4738324928827503e-07,1.2694028762712724e-06
RABL6,-5.2621455,-0.5075027,1.4238409704010362e-07,1.2303928297579912e-06
DNMT1,-5.2624917,-0.50624484,1.4211618617654418e-07,1.229430222925941e-06
ANKRD39,-5.2632995,-0.7230734,1.4149295562964885e-07,1.2253882761531332e-06
TRMT1,-5.264684,-0.7059813,1.4043070561953648e-07,1.2175311177058047e-06
MPZL1,-5.2672224,-0.59196806,1.385032473059646e-07,1.202146969710886e-06
PPP1R35,-5.270915,-0.7217244,1.357452838229082e-07,1.1795123942798052e-06
GTPBP3,-5.2725306,-0.7957951,1.3455544939410632e-07,1.170468499435997e-06
CTU1,-5.283954,-1.0917641,1.264248936288093e-07,1.100961795403877e-06
TBCC,-5.284185,-0.6384962,1.262656410495085e-07,1.1007953501042056e-06
DFFA,-5.2882237,-0.73294014,1.2350993675880047e-07,1.0779672813781973e-06
VARS,-5.294339,-0.6154316,1.1944747638776173e-07,1.0436706640999649e-06
BFAR,-5.30184,-0.69471353,1.1464150516027083e-07,1.0027940122872243e-06
WDR74,-5.302417,-0.5094791,1.1427966714080399e-07,1.001376296049282e-06
CNST,-5.306455,-0.80371493,1.1177756649181385e-07,9.810198712773158e-07
NDUFA5,-5.3121095,-0.363272,1.0836350881591507e-07,9.521200914418488e-07
MRS2,-5.3123403,-0.6940202,1.0822632511935848e-07,9.519796011338868e-07
EMC6,-5.316379,-0.41509357,1.0585264264236592e-07,9.321440672150049e-07
THUMPD1,-5.3271103,-0.80732596,9.97876530206665e-08,8.826937099969993e-07
CDC27,-5.327341,-0.76606846,9.966099115678728e-08,8.825671764786517e-07
FUS,-5.331495,-0.41463912,9.740751210404287e-08,8.635846586650754e-07
AHSA1,-5.3381877,-0.62785226,9.388028194975478e-08,8.33253801938219e-07
KIAA1191,-5.3419957,-0.79418015,9.192893526307972e-08,8.168572245378859e-07
RCN2,-5.343149,-0.57373154,9.13454109094271e-08,8.125913960289353e-07
RCC1,-5.350073,-0.85095865,8.791884369547582e-08,7.829960512788692e-07
SKP2,-5.363458,-0.83318317,8.164359380634112e-08,7.28761851532738e-07
RUVBL2,-5.3644967,-0.4379587,8.117527979226763e-08,7.254059417158841e-07
TMEM203,-5.366574,-0.6359786,8.024644311813563e-08,7.179223356411792e-07
BPGM,-5.3739586,-0.8305836,7.702653871296059e-08,6.899013245043391e-07
MYH10,-5.3794975,-0.85935646,7.469408867919849e-08,6.697740486017171e-07
ZNF576,-5.384805,-0.9168892,7.252310100369153e-08,6.510502381531394e-07
TOMM7,-5.385959,-0.3970638,7.205930011492551e-08,6.476267762045078e-07
CTCF,-5.3883824,-0.66850424,7.109465105933199e-08,6.40422573475978e-07
IBTK,-5.3919597,-1.0706775,6.969347050090995e-08,6.285214819571156e-07
PRKRIR,-5.3946133,-0.85851276,6.867120903785892e-08,6.200141919452664e-07
XRCC5,-5.405922,-0.39200616,6.447594263535668e-08,5.848250916867514e-07
PPP1R14B,-5.4221916,-0.51802427,5.8872667286748813e-08,5.358572439599211e-07
ADK,-5.4311924,-0.6976908,5.5978792737170796e-08,5.107008326950948e-07
WDR4,-5.4473467,-1.024855,5.112669518122214e-08,4.680654902663169e-07
HYAL2,-5.448616,-0.88985455,5.0763229225659907e-08,4.6528023986879647e-07
TMEM160,-5.4554243,-0.41283342,4.8856068957624195e-08,4.488472767978223e-07
PPP4R2,-5.4557705,-0.56356,4.876097348721354e-08,4.4849818119679433e-07
RNASE1,-5.4572706,-1.3337779,4.835096233903281e-08,4.4524831087116376e-07
SLC27A5,-5.457386,-0.6520834,4.8319561815162936e-08,4.4524831087116376e-07
FKBPL,-5.4584246,-1.0252236,4.803784520121788e-08,4.4340455235671735e-07
CA8,-5.4590015,-0.73626274,4.788202461785222e-08,4.424862392626226e-07
PSME3,-5.459232,-0.641335,4.78198336672545e-08,4.424320299838447e-07
SLC16A1,-5.4756174,-0.6636177,4.359885166237674e-08,4.048096688037462e-07
SNRNP40,-5.483926,-0.36156023,4.15989741735817e-08,3.8853738660342956e-07
THUMPD3,-5.48681,-0.6349705,4.092560435477272e-08,3.8270312167469017e-07
DTYMK,-5.5025034,-0.42883074,3.744358776466579e-08,3.509777826866942e-07
ZDHHC3,-5.5049267,-0.66289914,3.6932199211455035e-08,3.4659787909913894e-07
ERH,-5.507927,-0.29895425,3.630843049160536e-08,3.411515807554546e-07
USP10,-5.515427,-0.6291756,3.47933796139282e-08,3.273077806795282e-07
TMEM98,-5.5208507,-0.52893966,3.373626828499741e-08,3.177438697585787e-07
UCK2,-5.5261583,-0.67348975,3.2731848976633074e-08,3.0865387000174405e-07
STX3,-5.532505,-0.5790687,3.156895379624687e-08,2.99485666750627e-07
PPOX,-5.534236,-0.9222264,3.125882122768347e-08,2.969021048893031e-07
HDGF,-5.536313,-0.50867677,3.0890562405012564e-08,2.937595250500892e-07
UBE2J2,-5.544852,-0.58625907,2.9420339702944782e-08,2.8011729498985607e-07
IGF2BP2,-5.553506,-0.8548805,2.799960710675645e-08,2.6723804838830125e-07
SRRD,-5.5606604,-0.8975452,2.687560412427665e-08,2.571350431135117e-07
DGCR14,-5.5657372,-0.6964494,2.6104617295003422e-08,2.500631327466486e-07
METTL2B,-5.5781994,-0.7971799,2.4302082275738544e-08,2.3336534997057002e-07
BRI3BP,-5.579007,-0.8817876,2.41895159172074e-08,2.3256872402651668e-07
UBALD1,-5.5938926,-0.93176335,2.2203432836839395e-08,2.1373525114384e-07
NHP2,-5.601162,-0.3583625,2.1291939013850696e-08,2.0521249196784934e-07
TXNRD1,-5.608778,-0.6510196,2.0376024289952124e-08,1.9686798376085357e-07
HEATR1,-5.611086,-0.8496848,2.0106108210947656e-08,1.9449935960220914e-07
MRPL23,-5.611432,-0.35755703,2.0065921382151465e-08,1.9434995370752128e-07
GNL2,-5.619163,-0.43669513,1.9188466635807606e-08,1.8608074743736882e-07
MPHOSPH10,-5.619509,-0.5946448,1.9150061825249453e-08,1.8593786852575333e-07
HNRNPU,-5.620548,-0.41112572,1.9035294652081703e-08,1.8505227659913587e-07
CTSL,-5.6221633,-0.49801,1.8858094197302683e-08,1.8355679048303913e-07
MGST1,-5.6257405,-0.69588786,1.8471402980717004e-08,1.8001596825500256e-07
SLC19A1,-5.6285095,-1.2340504,1.8177327806569978e-08,1.7737007443553686e-07
GTF2I,-5.6288557,-0.8167251,1.8140889621528813e-08,1.7723468653869256e-07
MED11,-5.630356,-1.0035343,1.7983808767451534e-08,1.7591882673515793e-07
KDM1A,-5.6346254,-0.6304681,1.7543927226092428e-08,1.7182986079919705e-07
AC010642.1,-5.636818,-0.5987196,1.7322120597629085e-08,1.7008157161797057e-07
COX11,-5.6415486,-0.790791,1.6852724774689382e-08,1.65887409906247e-07
EXO1,-5.6440873,-0.9981748,1.6605970637613197e-08,1.6366361274586156e-07
MT-ND6,-5.653203,-0.53153986,1.5748490771703896e-08,1.556030125933762e-07
STRN3,-5.658396,-0.7833875,1.5279443758763792e-08,1.5134934517665774e-07
ATP5G1,-5.665435,-0.30296415,1.4665234382411389e-08,1.4544875766899174e-07
PDCD2L,-5.678243,-0.99044424,1.360853503409927e-08,1.3513911844860906e-07
PABPC4,-5.6813583,-0.56699616,1.3362906280103676e-08,1.3286788459520807e-07
DDX56,-5.689205,-0.7164818,1.2763215849623148e-08,1.272272341355201e-07
RAI14,-5.691859,-0.9248165,1.2566361138144227e-08,1.2542410005098208e-07
STIP1,-5.7050133,-0.54747415,1.1633387150697718e-08,1.1640796951430645e-07
HNRNPF,-5.7057056,-0.45412013,1.1586194629388133e-08,1.1608362093602524e-07
C1GALT1,-5.7059364,-0.86411786,1.157050517009192e-08,1.1607448034619672e-07
SNX9,-5.7059364,-0.80031705,1.157050517009192e-08,1.1607448034619672e-07
MRPS17-1,-5.71136,-1.0713391,1.120769002775427e-08,1.1286718611283305e-07
CR1L,-5.714245,-1.0831573,1.1019232759976104e-08,1.1125459296865334e-07
TSR1,-5.719668,-0.7765062,1.0673235444971277e-08,1.0789995420881517e-07
SLC10A4,-5.720822,-1.2437968,1.0600993191213618e-08,1.0730773391363786e-07
NDUFAF4,-5.7253222,-0.5799294,1.0323762160508324e-08,1.046363248655392e-07
CALR,-5.725553,-0.38475883,1.030973677021417e-08,1.0462917613699264e-07
ERMAP,-5.728207,-1.5969342,1.0149769971753702e-08,1.031389949911065e-07
PHB2,-5.7337456,-0.5383161,9.823659329604612e-09,9.995446118399512e-08
CIAPIN1,-5.739169,-0.7868416,9.51422218947596e-09,9.693153735192433e-08
TRIB2,-5.739977,-0.8037406,9.468954103818258e-09,9.659562920193819e-08
NDUFAF3,-5.7511697,-0.55311155,8.862813376309846e-09,9.088433299074914e-08
QTRTD1,-5.7552085,-1.2008405,8.65350302848266e-09,8.908684965757707e-08
CCDC6,-5.7568235,-0.9392266,8.571131455389815e-09,8.835464249617717e-08
DHX9,-5.765478,-0.502027,8.142670952203067e-09,8.404820017024323e-08
DDX24,-5.7661705,-0.7388891,8.109308350997027e-09,8.387134432292841e-08
EXOSC3,-5.775286,-0.67900795,7.682238756569041e-09,7.960947946286256e-08
GULP1,-5.775517,-1.2679465,7.671715841859099e-09,7.960545302219713e-08
TMEM99,-5.78671,-0.65279067,7.1778401667931554e-09,7.467805895385462e-08
PWWP2A,-5.797441,-0.96579975,6.7334396820241445e-09,7.024059588618812e-08
RNMTL1,-5.803557,-1.2618358,6.492273010273935e-09,6.799573932760236e-08
NSUN2,-5.8037877,-0.8210015,6.4833388571075185e-09,6.799282606485921e-08
ST13,-5.8074803,-0.36735445,6.342008235141568e-09,6.668872113391836e-08
MATK,-5.812442,-0.9226875,6.156805687637593e-09,6.491504520321248e-08
EIF2B3,-5.8153267,-0.62413424,6.051559546292425e-09,6.389112934963305e-08
WDR61,-5.819481,-0.55241215,5.9030737128270016e-09,6.249143398147722e-08
GAMT,-5.8242116,-0.48791122,5.738279763507061e-09,6.082886308009172e-08
LIN28B,-5.8339043,-0.74518234,5.414511995374031e-09,5.747431314008516e-08
NOP2,-5.8372507,-1.1795324,5.306917687506042e-09,5.6408441725791546e-08
RBFA,-5.8469434,-0.87270635,5.006871517222982e-09,5.3291295078301514e-08
EIF5AL1,-5.8581367,-1.3936176,4.680899382945707e-09,5.0025121976923175e-08
CPED1,-5.8581367,-0.6406886,4.680899382945707e-09,5.0025121976923175e-08
TSPAN13,-5.859867,-0.6293089,4.63237130541381e-09,4.96415779045368e-08
MFAP1,-5.866329,-0.8364154,4.4554882177601056e-09,4.78112840853902e-08
PGM2,-5.869445,-0.93045664,4.372571098627943e-09,4.711460353871399e-08
HK1,-5.870945,-0.65935946,4.3331855469702585e-09,4.675435779045519e-08
DDX42,-5.879253,-0.7349435,4.121223110285929e-09,4.452848353685828e-08
RDH14,-5.8808684,-0.68853146,4.081196509252293e-09,4.415674735561537e-08
EGFL7,-5.8915997,-0.5814699,3.824748667272021e-09,4.1496409919090786e-08
SEPHS2,-5.9001384,-0.4457218,3.6319645138747236e-09,3.9513962959121817e-08
CTU2,-5.904408,-1.3486599,3.5391532023466195e-09,3.861117833948986e-08
CHD8,-5.9056773,-0.71692705,3.5120087400928344e-09,3.8368329142460664e-08
TP53BP2,-5.9122543,-0.74761295,3.3745652116436408e-09,3.691811941150529e-08
LARP4,-5.913293,-0.81000555,3.353347867985179e-09,3.673716527618351e-08
HBQ1,-5.9146776,-0.66769975,3.32526000493731e-09,3.6480331478746605e-08
PUSL1,-5.915139,-0.9887196,3.3159483847593e-09,3.6429055331866155e-08
MRPS5,-5.919409,-0.6252973,3.23101071754899e-09,3.5545643118133496e-08
KIF2A,-5.9211397,-0.50541925,3.197183316253168e-09,3.522282601566429e-08
NOP14,-5.9270244,-0.7310927,3.084729727361544e-09,3.403167416913613e-08
SCAND1,-5.9282937,-0.46321613,3.060984871946501e-09,3.381720980188434e-08
COMMD9,-5.9423714,-0.72913325,2.8092800868665363e-09,3.108013391878401e-08
TACO1,-5.9441023,-0.83804905,2.779760257630236e-09,3.079692076683428e-08
C17orf58,-5.9533334,-0.7170511,2.627351468519978e-09,2.9149499696644675e-08
HNRNPR,-5.957603,-0.44752544,2.559644909666902e-09,2.8478768789565886e-08
RPS28,-5.971219,-0.30601546,2.354873885473218e-09,2.6312282176944708e-08
ALKBH2,-5.97295,-0.94100755,2.3300154252641287e-09,2.6071611346794488e-08
MPST,-5.9820657,-0.45225295,2.203253802800264e-09,2.468838604992307e-08
TOMM40,-5.9872584,-0.3400693,2.1340779430181455e-09,2.3947403203439333e-08
NAA20,-5.9887586,-0.57157695,2.1144908508658315e-09,2.3761553123821325e-08
LETM1,-5.990489,-1.1263825,2.092107934763244e-09,2.3543707489348544e-08
ERI2,-5.998913,-1.1694674,1.9864313955871963e-09,2.2386540333339205e-08
SRSF7,-6.014375,-0.32615238,1.8058206776680914e-09,2.0409671112349437e-08
PPIL1,-6.025568,-0.66271067,1.6851691057076323e-09,1.910101489947107e-08
WDR77,-6.039415,-0.6893091,1.5467426971493057e-09,1.758272631853516e-08
DDB1,-6.0414915,-0.683045,1.5269585587342946e-09,1.7382984751967947e-08
SUZ12,-6.0452995,-0.6388191,1.4913262301917477e-09,1.7001984815901565e-08
HDDC3,-6.059377,-0.6272962,1.3664959589151352e-09,1.5601490926276727e-08
GTF2H2,-6.0603004,-1.2421622,1.3586761537875028e-09,1.553479066666788e-08
MCM3,-6.0644546,-0.58406216,1.3240234824770494e-09,1.5160647893377874e-08
UBXN1,-6.092494,-0.38473988,1.1116484820028731e-09,1.274744354179937e-08
PSMD7,-6.0941095,-0.4336279,1.1004817766745199e-09,1.263784262540695e-08
PNP,-6.109341,-0.6898704,1.000432272201155e-09,1.1539494123553702e-08
HIST2H2AC,-6.122957,-0.93817097,9.185432625585565e-10,1.0641824966662923e-08
TROAP,-6.127227,-0.9982204,8.942400291564264e-10,1.0375561933565332e-08
RRP9,-6.127573,-0.6716037,8.922972139935885e-10,1.036833523065035e-08
PRPF31,-6.1354194,-0.70202386,8.493479831039987e-10,9.88389393671394e-09
FAM184A,-6.152728,-1.0194987,7.616136886845309e-10,8.876076446019273e-09
COMMD5,-6.155267,-0.79687315,7.495131392230825e-10,8.748032256459603e-09
SBDS,-6.171075,-0.50764954,6.782721354067681e-10,7.951981527791288e-09
TOP1MT,-6.1733828,-0.7894353,6.68440796295446e-10,7.87196769850184e-09
POLR2I,-6.1857295,-0.5635961,6.181587974160762e-10,7.334799627950572e-09
CORO1C,-6.1871142,-0.68549144,6.127553290422346e-10,7.2816839782553e-09
C2orf88,-6.1893067,-0.6843047,6.042939553600451e-10,7.192013665686596e-09
CHST2,-6.1903453,-1.1629825,6.00325832309447e-10,7.15562885097224e-09
DNAJC30,-6.191384,-1.1270334,5.963831375200353e-10,7.119436998814403e-09
HNRNPC,-6.19623,-0.3172333,5.783154754405551e-10,6.914258842595982e-09
MRPS11,-6.198538,-0.62170994,5.699006436388047e-10,6.824038956985992e-09
RIOK2,-6.203038,-0.9954771,5.538339769949289e-10,6.641779983656743e-09
HN1,-6.213654,-0.54031914,5.176642023677501e-10,6.227032633382353e-09
GSPT1,-6.2172313,-0.45380276,5.060039773889261e-10,6.109960238406173e-09
STOML2,-6.2245007,-0.3873291,4.830917493351804e-10,5.855996436771361e-09
PRMT1,-6.23304,-0.46425766,4.574702841343049e-10,5.553986216190054e-09
EMC8,-6.23904,-0.637933,4.4026452631645596e-10,5.369996668036897e-09
LRPPRC,-6.2423863,-0.59199136,4.3094508012048713e-10,5.264500162280601e-09
PPAT,-6.2707725,-0.8630796,3.592616661298914e-10,4.40937560539109e-09
DDX55,-6.2746954,-0.94048643,3.503190392024777e-10,4.306347500681474e-09
OXSM,-6.2790804,-1.076156,3.40581433186707e-10,4.199436700134078e-09
AK2,-6.2880807,-0.36103177,3.2141451560113333e-10,3.969671415168086e-09
ELL2,-6.294312,-1.3455892,3.0876637474714706e-10,3.825488759682713e-09
NDUFS7,-6.3013506,-0.2554774,2.950628414128238e-10,3.667276296357169e-09
PRMT5,-6.302966,-0.7658278,2.92002579129439e-10,3.6349924866271684e-09
ATP5D,-6.313928,-0.29901075,2.7204003743265435e-10,3.3918642762436508e-09
ELOVL6,-6.3231597,-0.7481489,2.562685120911894e-10,3.2003007352564267e-09
LBH,-6.3258133,-1.4451234,2.5190192946132504e-10,3.1507797068769237e-09
PKM,-6.331583,-0.46823838,2.426585626156447e-10,3.0400047995947193e-09
CTR9,-6.3345833,-1.1419963,2.379837908762634e-10,2.9862023599569474e-09
PTRH2,-6.34693,-0.8785028,2.1965412395150358e-10,2.765037089165161e-09
FAM136A,-6.3589306,-0.54823816,2.031632740741314e-10,2.5656712505664023e-09
COA4,-6.369431,-0.6091351,1.897307048846619e-10,2.3998948258760376e-09
KTI12,-6.382124,-1.0957786,1.7464847964607717e-10,2.219844348899573e-09
NOL8,-6.385009,-0.74103296,1.7138768895739593e-10,2.1819291681691167e-09
PES1,-6.3932014,-0.85301685,1.6244801504682762e-10,2.07484415966314e-09
YRDC,-6.4056635,-0.63437057,1.4971674435372806e-10,1.9184747583989133e-09
ARGLU1,-6.407279,-0.5444779,1.4813952404768115e-10,1.901365949991071e-09
PPIP5K2,-6.4079714,-0.8322136,1.4746855383220818e-10,1.895851866369878e-09
PRPF19,-6.410164,-0.7241464,1.453633486426838e-10,1.8718509894889856e-09
OSBPL8,-6.4262033,-0.5408842,1.3083059322518286e-10,1.6874783411885246e-09
TERF2,-6.435319,-1.243274,1.2321434530755643e-10,1.5918563855112758e-09
ARPC5L,-6.436819,-0.48921064,1.220032790893732e-10,1.5788068488418887e-09
SYNGR2,-6.4375114,-0.7386645,1.214482571297855e-10,1.574217920386906e-09
FAM86A,-6.4490504,-1.402079,1.125531560635019e-10,1.4637500676801448e-09
GMPR,-6.456897,-0.6283345,1.0687164425288997e-10,1.3921671071417091e-09
H2AFX,-6.458397,-0.85830075,1.0581785664666665e-10,1.3807296743514393e-09
LMO2,-6.461628,-0.71003115,1.0358254289981693e-10,1.3538117711781398e-09
ZNF281,-6.4620895,-0.9158497,1.0326700433760287e-10,1.3519371984531176e-09
MRPS15,-6.4647436,-0.3047108,1.0147081069749759e-10,1.3306397629863834e-09
TUBB6,-6.4669356,-0.93606156,1.0001006700690807e-10,1.3136773851827138e-09
UQCR10,-6.4772058,-0.2961429,9.343683261039388e-11,1.2314535573064496e-09
PHF5A,-6.4802055,-0.5785032,9.159761911556855e-11,1.2092425179038504e-09
LRR1,-6.489091,-0.9027236,8.635590510203757e-11,1.1438880852892162e-09
CHCHD3,-6.4953218,-0.59187794,8.285605987637196e-11,1.0993823485285502e-09
SLC20A1,-6.499822,-1.0317957,8.041504166103829e-11,1.0706104275380606e-09
TBRG4,-6.502938,-0.7865169,7.876644708707937e-11,1.050442176348062e-09
SPHK1,-6.511361,-1.4915254,7.447285027764053e-11,9.948711546443307e-10
MRP63,-6.5120535,-0.47387657,7.413030999477604e-11,9.919822572554783e-10
ZBTB38,-6.5126305,-0.9731544,7.384603711537443e-11,9.898645418792936e-10
TCEB2,-6.517131,-0.3107761,7.166499651977714e-11,9.639187459980298e-10
PRKDC,-6.520823,-0.53181607,6.99225863765741e-11,9.437146322817688e-10
DDX39A,-6.5314393,-0.70272595,6.514072431906147e-11,8.822075681486688e-10
SDCCAG3,-6.531785,-1.0695351,6.499030468925419e-11,8.816905757065486e-10
CLINT1,-6.537093,-0.78974193,6.272596720219945e-11,8.539210959675505e-10
C1orf109,-6.539747,-0.9892794,6.162291945300324e-11,8.403611671932994e-10
TMEM69,-6.559017,-0.7646945,5.416349911760326e-11,7.412095567400237e-10
PRDX4,-6.563287,-0.3784141,5.2634472471994925e-11,7.215423756850264e-10
TAC3,-6.579557,-1.386833,4.7185252017402755e-11,6.479722982459767e-10
RPUSD3,-6.5837107,-0.7495102,4.588489739076329e-11,6.312186847713583e-10
DBF4,-6.5842876,-0.73396915,4.5707088421810015e-11,6.298757536023117e-10
PDCD11,-6.6114044,-1.0778204,3.806905052126725e-11,5.255402317127491e-10
RPIA,-6.6123276,-0.990033,3.783233684848142e-11,5.231919118746859e-10
EIF1AD,-6.61302,-0.86266714,3.765574738928304e-11,5.21668246459997e-10
ISOC2,-6.614174,-0.5374231,3.736322242668058e-11,5.185302335010176e-10
CYC1,-6.620636,-0.3564498,3.5765718511485496e-11,4.981200689853166e-10
TCOF1,-6.6220202,-0.8105492,3.5432195453550285e-11,4.943515013990009e-10
TIMM8A,-6.622597,-0.87361085,3.52941275472372e-11,4.933013734582709e-10
SLC39A8,-6.6314826,-0.8987308,3.323319807335094e-11,4.653240122391651e-10
RPP25L,-6.6335597,-0.7256032,3.276867689060019e-11,4.596392088851151e-10
GMPPA,-6.6341367,-0.68578273,3.2640774931968574e-11,4.5866419873097165e-10
TMX2,-6.658138,-0.6232188,2.7731899189287176e-11,3.9249381645378517e-10
GEMIN6,-6.6680613,-0.8830345,2.592046645810231e-11,3.675185271270643e-10
MRPL21,-6.675446,-0.39239722,2.4648107078463842e-11,3.5011009240747467e-10
RAC3,-6.679485,-0.73538566,2.3978360244043278e-11,3.412138038350724e-10
UBE2S,-6.680408,-0.66526127,2.3827795070349967e-11,3.3968662482322866e-10
CHAC2,-6.68387,-1.3804427,2.3271374462289397e-11,3.32357538911424e-10
CD2BP2,-6.6906776,-0.91281396,2.2213938769589748e-11,3.184133011589917e-10
C19orf52,-6.691947,-0.9443366,2.2022060215004974e-11,3.162400054641025e-10
GART,-6.7016397,-0.60342103,2.060935393644654e-11,2.9649537577067325e-10
HSPA4,-6.701986,-0.6784375,2.0560576904368484e-11,2.9633638822718246e-10
THAP4,-6.7097173,-1.039644,1.950020535138372e-11,2.815700607263219e-10
PRRC2C,-6.7109866,-0.45909387,1.9331309408191372e-11,2.796453690632472e-10
TFAM,-6.7225256,-0.7358253,1.786015189231151e-11,2.5931884124603866e-10
NDUFA11,-6.7372956,-0.3650954,1.613618951277836e-11,2.3603308868319187e-10
ANP32E,-6.7617583,-0.71038353,1.3632711982471908e-11,2.005336191429154e-10
MT-ND4L,-6.777682,-0.92510486,1.2211923605634738e-11,1.8064907706640466e-10
SYNGR1,-6.780105,-1.0813725,1.2008837706441068e-11,1.7798003808319733e-10
NDUFC1,-6.7802205,-0.5012168,1.199924991643294e-11,1.7798003808319733e-10
RNF8,-6.7802205,-0.8012506,1.199924991643294e-11,1.7798003808319733e-10
PTP4A2,-6.7811437,-0.35682276,1.1922817053252671e-11,1.777110587349141e-10
HIST1H3D,-6.785644,-2.5519743,1.1556983457536915e-11,1.7258575106264728e-10
ZNF639,-6.789913,-0.98055017,1.122008639583402e-11,1.678738640748119e-10
PIH1D1,-6.8007603,-0.6357723,1.0406859246462162e-11,1.5600358660488603e-10
UBE2L3,-6.8056064,-0.4902644,1.0062440747348874e-11,1.5112900969488604e-10
EEF1D,-6.8112607,-0.2841014,9.674717425261209e-12,1.4558410991461072e-10
TMEM138,-6.816107,-0.92774165,9.35406250513519e-12,1.4102909976552193e-10
DNPH1,-6.8216457,-0.47477984,9.000338612707179e-12,1.3595703808233634e-10
CCDC51,-6.8303,-0.9193136,8.473722156264639e-12,1.2824872357891855e-10
YY1,-6.83907,-0.621082,7.970910176441595e-12,1.2087162053271956e-10
BZW2,-6.842185,-0.6867116,7.79941444127109e-12,1.184998074200859e-10
LUC7L,-6.8489933,-0.92674524,7.437149800923001e-12,1.1343458579854404e-10
NDUFB7,-6.8556857,-0.39811376,7.097116023911104e-12,1.0845884507358311e-10
DLAT,-6.8674555,-0.853156,6.5357030052563614e-12,1.0046564991445934e-10
POLR2L,-6.8720713,-0.4486033,6.32762977481261e-12,9.76493750120885e-11
PARP1,-6.875187,-0.40776867,6.1908650471100396e-12,9.572686012804992e-11
